"","Posicion","Grado","indice_academico","Semestre","Promedio","Sede","Programa"
"6183",69,2015,88.779,"2 - 2015",14.976,"Maracay","Ingeniería Agronómica"
"6184",70,2015,88.778,"2 - 2015",18.902,"Maracay","Ingeniería Agronómica"
"6185",71,2015,88.768,"2 - 2015",16.463,"Maracay","Ingeniería Agronómica"
"6186",72,2015,88.754,"2 - 2015",16.171,"Maracay","Ingeniería Agronómica"
"6187",73,2014,88.75,"2 - 2015",15.171,"Maracay","Ingeniería Agronómica"
"6188",74,2015,88.74,"2 - 2015",14.634,"Maracay","Ingeniería Agronómica"
"6189",75,2012,88.626,"2 - 2015",16.366,"Maracay","Ingeniería Agronómica"
"6190",76,2015,88.609,"2 - 2015",17.463,"Maracay","Ingeniería Agronómica"
"6191",77,2015,88.56,"2 - 2015",16.268,"Maracay","Ingeniería Agronómica"
"6192",78,2015,88.537,"2 - 2015",16.707,"Maracay","Ingeniería Agronómica"
"6193",79,2015,88.531,"2 - 2015",16.759,"Maracay","Ingeniería Agronómica"
"6194",80,2015,88.521,"2 - 2015",15.976,"Maracay","Ingeniería Agronómica"
"6195",81,2015,88.472,"2 - 2015",18.244,"Maracay","Ingeniería Agronómica"
"6196",82,2015,88.441,"2 - 2015",18.268,"Maracay","Ingeniería Agronómica"
"6197",83,2014,88.43,"2 - 2015",16.683,"Maracay","Ingeniería Agronómica"
"6198",84,2015,88.411,"2 - 2015",15.927,"Maracay","Ingeniería Agronómica"
"6199",85,2015,88.402,"2 - 2015",15.512,"Maracay","Ingeniería Agronómica"
"6200",86,2015,88.4,"2 - 2015",15.902,"Maracay","Ingeniería Agronómica"
"6201",87,2015,88.353,"2 - 2015",15.61,"Maracay","Ingeniería Agronómica"
"6202",88,2015,88.338,"2 - 2015",18.22,"Maracay","Ingeniería Agronómica"
"6203",89,2012,88.334,"2 - 2015",17.268,"Maracay","Ingeniería Agronómica"
"6204",90,2015,88.324,"2 - 2015",17.439,"Maracay","Ingeniería Agronómica"
"6205",91,2015,88.269,"2 - 2015",15.878,"Maracay","Ingeniería Agronómica"
"6206",92,2015,88.257,"2 - 2015",15.659,"Maracay","Ingeniería Agronómica"
"6207",9,2015,88.224,"2 - 2015",17.049,"Maracay","Ingeniería Agronómica"
"6208",9,2015,88.146,"2 - 2015",17.829,"Maracay","Ingeniería Agronómica"
"6209",9,2015,88.144,"2 - 2015",14.854,"Maracay","Ingeniería Agronómica"
"6210",9,2015,88.139,"2 - 2015",14.707,"Maracay","Ingeniería Agronómica"
"6211",9,2007,88.106,"2 - 2015",15.414,"Maracay","Ingeniería Agronómica"
"6212",9,2015,88.098,"2 - 2015",15.268,"Maracay","Ingeniería Agronómica"
"6213",9,2015,88.084,"2 - 2015",14.833,"Maracay","Ingeniería Agronómica"
"6214",10,2015,88.006,"2 - 2015",15.22,"Maracay","Ingeniería Agronómica"
"6215",10,2015,87.976,"2 - 2015",19.585,"Maracay","Ingeniería Agronómica"
"6216",10,2015,87.964,"2 - 2015",14.829,"Maracay","Ingeniería Agronómica"
"6217",10,2015,87.948,"2 - 2015",15.122,"Maracay","Ingeniería Agronómica"
"6218",10,2014,87.944,"2 - 2015",17.902,"Maracay","Ingeniería Agronómica"
"6219",10,2015,87.923,"2 - 2015",15.049,"Maracay","Ingeniería Agronómica"
"6220",10,2013,87.871,"2 - 2015",15.878,"Maracay","Ingeniería Agronómica"
"6221",10,2015,87.844,"2 - 2015",16.341,"Maracay","Ingeniería Agronómica"
"6222",10,2015,87.815,"2 - 2015",14.976,"Maracay","Ingeniería Agronómica"
"6223",10,2015,87.813,"2 - 2015",17.585,"Maracay","Ingeniería Agronómica"
"6224",11,2015,87.795,"2 - 2015",14.683,"Maracay","Ingeniería Agronómica"
"6225",11,2015,87.761,"2 - 2015",15.024,"Maracay","Ingeniería Agronómica"
"6226",11,2015,87.752,"2 - 2015",16.634,"Maracay","Ingeniería Agronómica"
"6227",11,2015,87.734,"2 - 2015",18.78,"Maracay","Ingeniería Agronómica"
"6228",11,2015,87.708,"2 - 2015",16.293,"Maracay","Ingeniería Agronómica"
"6229",11,2015,87.671,"2 - 2015",15.463,"Maracay","Ingeniería Agronómica"
"6230",11,2015,87.659,"2 - 2015",16.439,"Maracay","Ingeniería Agronómica"
"6231",11,2015,87.635,"2 - 2015",15.073,"Maracay","Ingeniería Agronómica"
"6232",11,2015,87.628,"2 - 2015",16.195,"Maracay","Ingeniería Agronómica"
"6233",11,2008,87.608,"2 - 2015",15.488,"Maracay","Ingeniería Agronómica"
"6234",12,2015,87.592,"2 - 2015",18.561,"Maracay","Ingeniería Agronómica"
"6235",12,2010,87.586,"2 - 2015",16.927,"Maracay","Ingeniería Agronómica"
"6236",12,2015,87.562,"2 - 2015",15.902,"Maracay","Ingeniería Agronómica"
"6237",12,2015,87.533,"2 - 2015",16.707,"Maracay","Ingeniería Agronómica"
"6238",12,2015,87.507,"2 - 2015",15.829,"Maracay","Ingeniería Agronómica"
"6239",12,2006,87.442,"2 - 2015",18.463,"Maracay","Ingeniería Agronómica"
"6240",12,2015,87.438,"2 - 2015",15.683,"Maracay","Ingeniería Agronómica"
"6241",12,2015,87.434,"2 - 2015",16.488,"Maracay","Ingeniería Agronómica"
"6242",12,2011,87.358,"2 - 2015",16.024,"Maracay","Ingeniería Agronómica"
"6243",12,2013,87.293,"2 - 2015",15.634,"Maracay","Ingeniería Agronómica"
"6244",13,2015,87.284,"2 - 2015",14.317,"Maracay","Ingeniería Agronómica"
"6245",13,2015,87.212,"2 - 2015",17.902,"Maracay","Ingeniería Agronómica"
"6246",13,2015,87.152,"2 - 2015",15.854,"Maracay","Ingeniería Agronómica"
"6247",13,2015,87.115,"2 - 2015",16.098,"Maracay","Ingeniería Agronómica"
"6248",13,2015,87.113,"2 - 2015",15.512,"Maracay","Ingeniería Agronómica"
"6249",13,2014,87.109,"2 - 2015",15.171,"Maracay","Ingeniería Agronómica"
"6250",13,2015,87.099,"2 - 2015",18.585,"Maracay","Ingeniería Agronómica"
"6251",13,2013,87.098,"2 - 2015",14.425,"Maracay","Ingeniería Agronómica"
"6252",13,2015,87.079,"2 - 2015",17.93,"Maracay","Ingeniería Agronómica"
"6253",13,2015,87.069,"2 - 2015",16.171,"Maracay","Ingeniería Agronómica"
"6254",14,2015,87.061,"2 - 2015",14.585,"Maracay","Ingeniería Agronómica"
"6255",14,2015,87.035,"2 - 2015",15.171,"Maracay","Ingeniería Agronómica"
"6256",14,2015,86.981,"2 - 2015",19.707,"Maracay","Ingeniería Agronómica"
"6257",14,2015,86.958,"2 - 2015",15.805,"Maracay","Ingeniería Agronómica"
"6258",14,2015,86.952,"2 - 2015",17.024,"Maracay","Ingeniería Agronómica"
"6259",14,2013,86.952,"2 - 2015",16.098,"Maracay","Ingeniería Agronómica"
"6260",14,2015,86.944,"2 - 2015",15.707,"Maracay","Ingeniería Agronómica"
"6261",14,2015,86.944,"2 - 2015",15.146,"Maracay","Ingeniería Agronómica"
"6262",14,2015,86.937,"2 - 2015",19.415,"Maracay","Ingeniería Agronómica"
"6263",14,2015,86.933,"2 - 2015",14.951,"Maracay","Ingeniería Agronómica"
"6264",15,2014,86.923,"2 - 2015",15.244,"Maracay","Ingeniería Agronómica"
"6265",15,2015,86.877,"2 - 2015",17.651,"Maracay","Ingeniería Agronómica"
"6266",15,2014,86.833,"2 - 2015",15.138,"Maracay","Ingeniería Agronómica"
"6267",15,2015,86.803,"2 - 2015",16.439,"Maracay","Ingeniería Agronómica"
"6268",15,2015,86.786,"2 - 2015",15.61,"Maracay","Ingeniería Agronómica"
"6269",15,2015,86.759,"2 - 2015",16,"Maracay","Ingeniería Agronómica"
"6270",15,2015,86.757,"2 - 2015",16.951,"Maracay","Ingeniería Agronómica"
"6271",15,2015,86.739,"2 - 2015",17.561,"Maracay","Ingeniería Agronómica"
"6272",15,2015,86.713,"2 - 2015",15.171,"Maracay","Ingeniería Agronómica"
"6273",15,2014,86.688,"2 - 2015",16.537,"Maracay","Ingeniería Agronómica"
"6274",16,2015,86.655,"2 - 2015",14.698,"Maracay","Ingeniería Agronómica"
"6275",16,2010,86.652,"2 - 2015",16.317,"Maracay","Ingeniería Agronómica"
"6276",16,2014,86.647,"2 - 2015",15.293,"Maracay","Ingeniería Agronómica"
"6277",16,2015,86.618,"2 - 2015",16,"Maracay","Ingeniería Agronómica"
"6278",16,2015,86.563,"2 - 2015",15.244,"Maracay","Ingeniería Agronómica"
"6279",16,2015,86.56,"2 - 2015",15.171,"Maracay","Ingeniería Agronómica"
"6280",16,2015,86.533,"2 - 2015",16.561,"Maracay","Ingeniería Agronómica"
"6281",16,2015,86.521,"2 - 2015",15.707,"Maracay","Ingeniería Agronómica"
"6282",16,2015,86.478,"2 - 2015",15.756,"Maracay","Ingeniería Agronómica"
"6283",16,2015,86.398,"2 - 2015",15.5,"Maracay","Ingeniería Agronómica"
"6284",17,2015,86.393,"2 - 2015",18.195,"Maracay","Ingeniería Agronómica"
"6285",17,2015,86.375,"2 - 2015",18.22,"Maracay","Ingeniería Agronómica"
"6286",17,2015,86.356,"2 - 2015",14.659,"Maracay","Ingeniería Agronómica"
"6287",17,2014,86.35,"2 - 2015",16,"Maracay","Ingeniería Agronómica"
"6288",17,2015,86.243,"2 - 2015",14.098,"Maracay","Ingeniería Agronómica"
"6289",17,2014,86.22,"2 - 2015",16.732,"Maracay","Ingeniería Agronómica"
"6290",17,2007,86.204,"2 - 2015",13.829,"Maracay","Ingeniería Agronómica"
"6291",17,2015,86.193,"2 - 2015",16.049,"Maracay","Ingeniería Agronómica"
"6292",17,2003,86.184,"2 - 2015",15.634,"Maracay","Ingeniería Agronómica"
"6293",17,2015,86.176,"2 - 2015",17.951,"Maracay","Ingeniería Agronómica"
"6294",18,2015,86.155,"2 - 2015",14.976,"Maracay","Ingeniería Agronómica"
"6295",18,2015,86.131,"2 - 2015",15.805,"Maracay","Ingeniería Agronómica"
"6296",18,2015,86.116,"2 - 2015",16.683,"Maracay","Ingeniería Agronómica"
"6297",18,2015,86.108,"2 - 2015",16.634,"Maracay","Ingeniería Agronómica"
"6298",18,2015,86.068,"2 - 2015",14.878,"Maracay","Ingeniería Agronómica"
"6299",18,2015,86.047,"2 - 2015",15.195,"Maracay","Ingeniería Agronómica"
"6300",18,2015,86.04,"2 - 2015",15.833,"Maracay","Ingeniería Agronómica"
"6301",18,2015,86.038,"2 - 2015",17.122,"Maracay","Ingeniería Agronómica"
"6302",18,2015,85.99,"2 - 2015",15.073,"Maracay","Ingeniería Agronómica"
"6303",18,2015,85.984,"2 - 2015",18.024,"Maracay","Ingeniería Agronómica"
"6304",19,2015,85.98,"2 - 2015",17.732,"Maracay","Ingeniería Agronómica"
"6305",19,2015,85.98,"2 - 2015",16.415,"Maracay","Ingeniería Agronómica"
"6306",19,2015,85.866,"2 - 2015",15.366,"Maracay","Ingeniería Agronómica"
"6307",19,2004,85.839,"2 - 2015",15.585,"Maracay","Ingeniería Agronómica"
"6308",19,2011,85.838,"2 - 2015",16.171,"Maracay","Ingeniería Agronómica"
"6309",19,2015,85.75,"2 - 2015",16.317,"Maracay","Ingeniería Agronómica"
"6310",19,2015,85.724,"2 - 2015",17.606,"Maracay","Ingeniería Agronómica"
"6311",19,2015,85.719,"2 - 2015",15.585,"Maracay","Ingeniería Agronómica"
"6312",19,2015,85.691,"2 - 2015",15.195,"Maracay","Ingeniería Agronómica"
"6313",19,2013,85.68,"2 - 2015",15.357,"Maracay","Ingeniería Agronómica"
"6314",20,2015,85.655,"2 - 2015",14.146,"Maracay","Ingeniería Agronómica"
"6315",20,2015,85.618,"2 - 2015",16,"Maracay","Ingeniería Agronómica"
"6316",20,2014,85.601,"2 - 2015",14.659,"Maracay","Ingeniería Agronómica"
"6317",20,2015,85.587,"2 - 2015",15.195,"Maracay","Ingeniería Agronómica"
"6318",20,2014,85.581,"2 - 2015",16.707,"Maracay","Ingeniería Agronómica"
"6319",20,2015,85.567,"2 - 2015",15.61,"Maracay","Ingeniería Agronómica"
"6320",20,2015,85.559,"2 - 2015",16.366,"Maracay","Ingeniería Agronómica"
"6321",20,2015,85.558,"2 - 2015",16.756,"Maracay","Ingeniería Agronómica"
"6322",20,2015,85.552,"2 - 2015",14.585,"Maracay","Ingeniería Agronómica"
"6323",20,2015,85.543,"2 - 2015",15.902,"Maracay","Ingeniería Agronómica"
"6324",21,2014,85.519,"2 - 2015",16.073,"Maracay","Ingeniería Agronómica"
"6325",21,2015,85.5,"2 - 2015",16.146,"Maracay","Ingeniería Agronómica"
"6326",21,2015,85.441,"2 - 2015",15.786,"Maracay","Ingeniería Agronómica"
"6327",21,2013,85.44,"2 - 2015",14.268,"Maracay","Ingeniería Agronómica"
"6328",21,2015,85.406,"2 - 2015",15.756,"Maracay","Ingeniería Agronómica"
"6329",21,2015,85.402,"2 - 2015",15.561,"Maracay","Ingeniería Agronómica"
"6330",21,2015,85.385,"2 - 2015",15.533,"Maracay","Ingeniería Agronómica"
"6331",21,2015,85.381,"2 - 2015",14.902,"Maracay","Ingeniería Agronómica"
"6332",21,2003,85.368,"2 - 2015",14.414,"Maracay","Ingeniería Agronómica"
"6333",21,2015,85.366,"2 - 2015",16.61,"Maracay","Ingeniería Agronómica"
"6334",22,2015,85.366,"2 - 2015",16.585,"Maracay","Ingeniería Agronómica"
"6335",22,2014,85.356,"2 - 2015",16.756,"Maracay","Ingeniería Agronómica"
"6336",22,2015,85.336,"2 - 2015",14.927,"Maracay","Ingeniería Agronómica"
"6337",22,2013,85.264,"2 - 2015",16.512,"Maracay","Ingeniería Agronómica"
"6338",22,2015,85.232,"2 - 2015",16.024,"Maracay","Ingeniería Agronómica"
"6339",22,2015,85.229,"2 - 2015",17.122,"Maracay","Ingeniería Agronómica"
"6340",22,2012,85.158,"2 - 2015",15.786,"Maracay","Ingeniería Agronómica"
"6341",22,2015,85.142,"2 - 2015",17.829,"Maracay","Ingeniería Agronómica"
"6342",22,2015,85.098,"2 - 2015",18,"Maracay","Ingeniería Agronómica"
"6343",22,2015,85.093,"2 - 2015",15.195,"Maracay","Ingeniería Agronómica"
"6344",23,2007,85.09,"2 - 2015",15.61,"Maracay","Ingeniería Agronómica"
"6345",23,2015,85.082,"2 - 2015",14.195,"Maracay","Ingeniería Agronómica"
"6346",23,2015,85.068,"2 - 2015",15.6,"Maracay","Ingeniería Agronómica"
"6347",23,2015,85.061,"2 - 2015",17.829,"Maracay","Ingeniería Agronómica"
"6348",23,2015,85.047,"2 - 2015",15.976,"Maracay","Ingeniería Agronómica"
"6349",23,2012,85.04,"2 - 2015",16.854,"Maracay","Ingeniería Agronómica"
"6350",23,2015,85.035,"2 - 2015",16.585,"Maracay","Ingeniería Agronómica"
"6351",23,2015,85.015,"2 - 2015",15.902,"Maracay","Ingeniería Agronómica"
"6352",23,2015,85.013,"2 - 2015",14.317,"Maracay","Ingeniería Agronómica"
"6353",23,2015,85.006,"2 - 2015",15.098,"Maracay","Ingeniería Agronómica"
"6354",24,2013,85.001,"2 - 2015",15.902,"Maracay","Ingeniería Agronómica"
"6355",24,2015,84.964,"2 - 2015",15.171,"Maracay","Ingeniería Agronómica"
"6356",24,2015,84.945,"2 - 2015",15.024,"Maracay","Ingeniería Agronómica"
"6357",24,2014,84.926,"2 - 2015",16.357,"Maracay","Ingeniería Agronómica"
"6358",24,2015,84.888,"2 - 2015",14.878,"Maracay","Ingeniería Agronómica"
"6359",24,2015,84.884,"2 - 2015",15.537,"Maracay","Ingeniería Agronómica"
"6360",24,2015,84.848,"2 - 2015",14.902,"Maracay","Ingeniería Agronómica"
"6361",24,2015,84.824,"2 - 2015",17.39,"Maracay","Ingeniería Agronómica"
"6362",24,2015,84.812,"2 - 2015",14.902,"Maracay","Ingeniería Agronómica"
"6363",24,2013,84.796,"2 - 2015",19,"Maracay","Ingeniería Agronómica"
"6364",25,2015,84.79,"2 - 2015",16.244,"Maracay","Ingeniería Agronómica"
"6365",25,2015,84.782,"2 - 2015",14.707,"Maracay","Ingeniería Agronómica"
"6366",25,2015,84.763,"2 - 2015",15.22,"Maracay","Ingeniería Agronómica"
"6367",25,2015,84.73,"2 - 2015",16,"Maracay","Ingeniería Agronómica"
"6368",25,2013,84.726,"2 - 2015",17.049,"Maracay","Ingeniería Agronómica"
"6369",25,2015,84.68,"2 - 2015",17.951,"Maracay","Ingeniería Agronómica"
"6370",25,2015,84.677,"2 - 2015",15.07,"Maracay","Ingeniería Agronómica"
"6371",25,2014,84.671,"2 - 2015",16,"Maracay","Ingeniería Agronómica"
"6372",25,2015,84.667,"2 - 2015",15.732,"Maracay","Ingeniería Agronómica"
"6373",25,2015,84.654,"2 - 2015",14.439,"Maracay","Ingeniería Agronómica"
"6374",26,2015,84.653,"2 - 2015",16.805,"Maracay","Ingeniería Agronómica"
"6375",26,2015,84.65,"2 - 2015",15.103,"Maracay","Ingeniería Agronómica"
"6376",26,2015,84.643,"2 - 2015",14.951,"Maracay","Ingeniería Agronómica"
"6377",26,2015,84.639,"2 - 2015",16.317,"Maracay","Ingeniería Agronómica"
"6378",26,2015,84.636,"2 - 2015",16.244,"Maracay","Ingeniería Agronómica"
"6379",26,2013,84.622,"2 - 2015",16.317,"Maracay","Ingeniería Agronómica"
"6380",26,2015,84.59,"2 - 2015",15.22,"Maracay","Ingeniería Agronómica"
"6381",26,2014,84.571,"2 - 2015",15.537,"Maracay","Ingeniería Agronómica"
"6382",26,2015,84.567,"2 - 2015",16.317,"Maracay","Ingeniería Agronómica"
"6383",26,2014,84.543,"2 - 2015",14.927,"Maracay","Ingeniería Agronómica"
"6384",27,2015,84.543,"2 - 2015",13.756,"Maracay","Ingeniería Agronómica"
"6385",27,2012,84.534,"2 - 2015",16.829,"Maracay","Ingeniería Agronómica"
"6386",27,2014,84.533,"2 - 2015",15.659,"Maracay","Ingeniería Agronómica"
"6387",27,2015,84.495,"2 - 2015",15.5,"Maracay","Ingeniería Agronómica"
"6388",27,2014,84.494,"2 - 2015",16.214,"Maracay","Ingeniería Agronómica"
"6389",27,2015,84.476,"2 - 2015",15.122,"Maracay","Ingeniería Agronómica"
"6390",27,2015,84.473,"2 - 2015",16.951,"Maracay","Ingeniería Agronómica"
"6391",27,2015,84.463,"2 - 2015",14.69,"Maracay","Ingeniería Agronómica"
"6392",27,2015,84.447,"2 - 2015",15.122,"Maracay","Ingeniería Agronómica"
"6393",27,2015,84.446,"2 - 2015",17.244,"Maracay","Ingeniería Agronómica"
"6394",28,2010,84.436,"2 - 2015",14.366,"Maracay","Ingeniería Agronómica"
"6395",28,2015,84.434,"2 - 2015",16.244,"Maracay","Ingeniería Agronómica"
"6396",28,2015,84.423,"2 - 2015",15.366,"Maracay","Ingeniería Agronómica"
"6397",28,2011,84.422,"2 - 2015",14.61,"Maracay","Ingeniería Agronómica"
"6398",28,2015,84.417,"2 - 2015",15.675,"Maracay","Ingeniería Agronómica"
"6399",28,2015,84.416,"2 - 2015",15.244,"Maracay","Ingeniería Agronómica"
"6400",28,2015,84.412,"2 - 2015",15.049,"Maracay","Ingeniería Agronómica"
"6401",28,2015,84.411,"2 - 2015",16,"Maracay","Ingeniería Agronómica"
"6402",28,2014,84.397,"2 - 2015",17.317,"Maracay","Ingeniería Agronómica"
"6403",28,2014,84.37,"2 - 2015",15.341,"Maracay","Ingeniería Agronómica"
"6404",29,2015,84.339,"2 - 2015",13.884,"Maracay","Ingeniería Agronómica"
"6405",29,2015,84.307,"2 - 2015",17.146,"Maracay","Ingeniería Agronómica"
"6406",29,2015,84.283,"2 - 2015",16.317,"Maracay","Ingeniería Agronómica"
"6407",29,2015,84.182,"2 - 2015",16.073,"Maracay","Ingeniería Agronómica"
"6408",29,2014,84.162,"2 - 2015",14.317,"Maracay","Ingeniería Agronómica"
"6409",29,1998,84.155,"2 - 2015",14.791,"Maracay","Ingeniería Agronómica"
"6410",29,2015,84.129,"2 - 2015",14.825,"Maracay","Ingeniería Agronómica"
"6411",29,2015,84.128,"2 - 2015",14.075,"Maracay","Ingeniería Agronómica"
"6412",29,2015,84.117,"2 - 2015",16.512,"Maracay","Ingeniería Agronómica"
"6413",29,2014,84.116,"2 - 2015",13.927,"Maracay","Ingeniería Agronómica"
"6414",30,2015,84.116,"2 - 2015",13.78,"Maracay","Ingeniería Agronómica"
"6415",1,2015,95.553,"2 - 2015",17.415,"Maracay","Medicina Veterinaria"
"6416",2,2015,95.346,"2 - 2015",18.073,"Maracay","Medicina Veterinaria"
"6417",3,2015,94.764,"2 - 2015",16.69,"Maracay","Medicina Veterinaria"
"6418",4,2015,94.547,"2 - 2015",16.738,"Maracay","Medicina Veterinaria"
"6419",5,2015,94.397,"2 - 2015",17.22,"Maracay","Medicina Veterinaria"
"6420",6,2015,94.227,"2 - 2015",17.024,"Maracay","Medicina Veterinaria"
"6421",7,2015,94.218,"2 - 2015",16.073,"Maracay","Medicina Veterinaria"
"6422",8,2015,94.128,"2 - 2015",17.976,"Maracay","Medicina Veterinaria"
"6423",9,2010,94.039,"2 - 2015",17.805,"Maracay","Medicina Veterinaria"
"6424",10,2015,93.871,"2 - 2015",19.122,"Maracay","Medicina Veterinaria"
"6425",11,2014,93.84,"2 - 2015",17.561,"Maracay","Medicina Veterinaria"
"6426",12,2015,93.821,"2 - 2015",18.902,"Maracay","Medicina Veterinaria"
"6427",13,2015,93.814,"2 - 2015",17.756,"Maracay","Medicina Veterinaria"
"6428",14,2010,93.693,"2 - 2015",18.878,"Maracay","Medicina Veterinaria"
"6429",15,2015,93.621,"2 - 2015",17.39,"Maracay","Medicina Veterinaria"
"6430",16,2005,93.607,"2 - 2015",18.39,"Maracay","Medicina Veterinaria"
"6431",17,2014,93.606,"2 - 2015",17.39,"Maracay","Medicina Veterinaria"
"6432",18,2015,93.59,"2 - 2015",18.659,"Maracay","Medicina Veterinaria"
"6433",19,2015,93.59,"2 - 2015",16.929,"Maracay","Medicina Veterinaria"
"6434",20,2015,93.459,"2 - 2015",18.39,"Maracay","Medicina Veterinaria"
"6435",21,2012,93.451,"2 - 2015",17.293,"Maracay","Medicina Veterinaria"
"6436",22,2015,93.426,"2 - 2015",16.732,"Maracay","Medicina Veterinaria"
"6437",23,2015,93.346,"2 - 2015",16.585,"Maracay","Medicina Veterinaria"
"6438",24,2015,93.26,"2 - 2015",17.146,"Maracay","Medicina Veterinaria"
"6439",25,2015,93.257,"2 - 2015",18.073,"Maracay","Medicina Veterinaria"
"6440",26,2015,93.154,"2 - 2015",17,"Maracay","Medicina Veterinaria"
"6441",27,2015,93.096,"2 - 2015",17.22,"Maracay","Medicina Veterinaria"
"6442",28,2015,93.028,"2 - 2015",16.86,"Maracay","Medicina Veterinaria"
"6443",29,2015,92.969,"2 - 2015",17.976,"Maracay","Medicina Veterinaria"
"6444",30,2015,92.701,"2 - 2015",16.244,"Maracay","Medicina Veterinaria"
"6445",31,2015,92.663,"2 - 2015",16.122,"Maracay","Medicina Veterinaria"
"6446",32,2012,92.661,"2 - 2015",17.463,"Maracay","Medicina Veterinaria"
"6447",33,2015,92.653,"2 - 2015",16.049,"Maracay","Medicina Veterinaria"
"6448",34,2015,92.645,"2 - 2015",18.585,"Maracay","Medicina Veterinaria"
"6449",35,2015,92.565,"2 - 2015",16.125,"Maracay","Medicina Veterinaria"
"6450",36,2015,92.527,"2 - 2015",16.098,"Maracay","Medicina Veterinaria"
"6451",37,2015,92.515,"2 - 2015",16.244,"Maracay","Medicina Veterinaria"
"6452",38,2009,92.506,"2 - 2015",16.317,"Maracay","Medicina Veterinaria"
"6453",39,2015,92.501,"2 - 2015",17.19,"Maracay","Medicina Veterinaria"
"6454",40,2015,92.476,"2 - 2015",18.14,"Maracay","Medicina Veterinaria"
"6455",41,2014,92.468,"2 - 2015",16.683,"Maracay","Medicina Veterinaria"
"6456",42,2015,92.467,"2 - 2015",17.317,"Maracay","Medicina Veterinaria"
"6457",43,2015,92.407,"2 - 2015",18.268,"Maracay","Medicina Veterinaria"
"6458",44,2004,92.282,"2 - 2015",16.976,"Maracay","Medicina Veterinaria"
"6459",45,2015,92.227,"2 - 2015",17.049,"Maracay","Medicina Veterinaria"
